Problem Number;Problem Change Date+Time;Problem Sub Status;Problem Status;Problem Latest Impact;Problem Involved ST Org line 3;Problem Involved ST Function Div;Problem Involved Owner ST;Product;Country;Problem Involved Action Owner Country;Problem Involved Action Owner First Name
1-621393223;2011-12-09T11:38:35+01:00;In Progress;Accepted;Medium;Org line C;E_1;G55 2nd;PROD745;br;Belgium;Peter
1-621393223;2011-12-09T12:33:04+01:00;Awaiting Assignment;Queued;Medium;Org line C;E_1;G55 2nd;PROD745;br;Belgium;Peter
1-621393223;2011-12-09T12:44:12+01:00;Awaiting Assignment;Queued;Medium;Org line C;C_1;G56 3rd;PROD745;br;Belgium;Peter
1-621393223;2011-12-09T13:31:39+01:00;Assigned;Accepted;Medium;Org line C;C_1;G56 3rd;PROD745;br;Sweden;Marie
1-621393223;2011-12-13T10:10:00+01:00;Assigned;Accepted;Medium;Org line C;C_1;G56 3rd;PROD745;br;Sweden;Stina
1-621393223;2011-12-15T09:43:58+01:00;Awaiting Assignment;Queued;Medium;Org line B;E_6;S4 2nd;PROD745;br;Brazil;Ricardo
1-621393223;2012-04-20T16:34:45+01:00;In Progress;Accepted;Medium;Org line B;E_6;S4 2nd;PROD745;br;Brazil;Thiago
1-621393223;2012-04-20T16:34:51+01:00;Closed;Completed;Medium;Org line B;E_6;S4 2nd;PROD745;br;Brazil;Thiago
1-621571462;2011-12-10T06:25:41+01:00;In Progress;Accepted;Major;Org line C;E_6;G355 2nd;PROD151;se;Sweden;Thomas
1-621571462;2012-01-18T12:53:51+01:00;Closed;Completed;Major;Org line C;E_6;G355 2nd;PROD151;se;Sweden;Thomas
1-622154016;2011-12-12T12:50:27+01:00;In Progress;Accepted;Low;Org line B;E_10;G230 2nd;PROD336;in;INDIA;Srinivasan
1-622154016;2011-12-12T12:53:05+01:00;In Progress;Accepted;Low;Org line B;E_10;G230 2nd;PROD336;in;INDIA;Srinivasan
1-622154016;2011-12-12T12:53:19+01:00;In Progress;Accepted;Low;Org line B;E_10;G230 2nd;PROD336;in;INDIA;Srinivasan
1-622154016;2011-12-12T12:53:34+01:00;Awaiting Assignment;Queued;Low;Org line B;E_10;G230 2nd;PROD336;in;INDIA;Srinivasan
1-622154016;2011-12-12T16:29:16+01:00;In Progress;Accepted;Low;Org line B;E_10;G230 2nd;PROD336;in;INDIA;Aneesh V
1-622154016;2011-12-12T16:31:14+01:00;Awaiting Assignment;Queued;Low;Org line C;E_10;G249 3rd;PROD336;in;POLAND;Grzegorz
1-622154016;2011-12-12T17:41:11+01:00;In Progress;Accepted;Low;Org line C;E_10;G249 3rd;PROD336;in;POLAND;Grzegorz
1-622154016;2011-12-12T17:41:18+01:00;Wait;Accepted;Low;Org line C;E_10;G249 3rd;PROD336;in;POLAND;Grzegorz
1-622154016;2011-12-27T12:52:13+01:00;Assigned;Accepted;Low;Org line C;E_10;G249 3rd;PROD336;in;POLAND;Krystian
1-622154016;2012-02-20T18:56:48+01:00;Awaiting Assignment;Queued;Low;Org line C;E_10;G231 2nd;PROD336;in;INDIA;Shankar
1-622154016;2012-02-21T08:07:04+01:00;In Progress;Accepted;Low;Org line C;E_10;G231 2nd;PROD336;in;INDIA;M Humaira
1-622154016;2012-02-21T12:07:45+01:00;In Progress;Accepted;Low;Org line C;E_10;G231 2nd;PROD336;in;INDIA;Dheeraj
1-622154016;2012-02-21T12:07:56+01:00;Wait;Accepted;Low;Org line C;E_10;G231 2nd;PROD336;in;INDIA;Dheeraj
1-622154016;2012-02-28T10:18:13+01:00;In Progress;Accepted;Low;Org line C;E_10;G231 2nd;PROD336;in;INDIA;Mahesh
1-622154016;2012-02-28T10:19:08+01:00;Awaiting Assignment;Queued;Low;Org line B;E_10;G230 2nd;PROD336;in;INDIA;Srinivasan
1-622154016;2012-02-28T10:36:29+01:00;In Progress;Accepted;Low;Org line B;E_10;G230 2nd;PROD336;in;INDIA;Rijin
1-622154016;2012-03-01T11:05:51+01:00;Closed;Completed;Low;Org line B;E_10;G230 2nd;PROD336;in;INDIA;Rijin
1-622156083;2011-12-12T12:50:53+01:00;In Progress;Accepted;Low;Org line B;E_3;S12 2nd;PROD140;br;Brazil;Evane
1-622156083;2011-12-12T12:51:38+01:00;Awaiting Assignment;Queued;Low;Org line B;E_3;S12 2nd;PROD140;br;Brazil;Evane
1-622156083;2011-12-12T14:54:04+01:00;Assigned;Accepted;Low;Org line B;E_3;S12 2nd;PROD140;br;Brazil;Alice
1-622156083;2012-01-17T13:30:30+01:00;In Progress;Accepted;Low;Org line B;E_3;S12 2nd;PROD140;br;Brazil;Evane
1-622156083;2012-01-17T13:31:09+01:00;Closed;Completed;Low;Org line B;E_3;S12 2nd;PROD140;br;Brazil;Evane
1-622295317;2011-12-12T15:33:32+01:00;In Progress;Accepted;Medium;Org line A2;A2_2;G22 2nd;PROD631;fr;France;Frederic
1-622295317;2012-03-02T11:22:18+01:00;Wait;Accepted;Medium;Org line A2;A2_2;G22 2nd;PROD631;fr;France;Frederic
1-622295317;2012-03-22T15:45:50+01:00;Closed;Completed;Medium;Org line A2;A2_2;G22 2nd;PROD631;fr;France;Frederic
1-622618613;2011-12-13T04:07:15+01:00;In Progress;Accepted;Low;Org line A2;A2_1;T17 2nd;PROD350;se;Sweden;Britt
1-622618613;2011-12-13T04:07:39+01:00;Awaiting Assignment;Queued;Low;Org line A2;A2_1;T17 2nd;PROD350;se;Sweden;Britt
1-622618613;2011-12-13T07:11:12+01:00;In Progress;Accepted;Low;Org line A2;A2_1;J2 2nd;PROD350;se;Sweden;Britt
1-622618613;2011-12-13T07:11:20+01:00;Wait;Accepted;Low;Org line A2;A2_1;J2 2nd;PROD350;se;Sweden;Britt
1-622618613;2012-01-19T16:38:31+01:00;Closed;Completed;Low;Org line A2;A2_1;J2 2nd;PROD350;se;Sweden;Britt
1-622630582;2011-12-13T06:47:00+01:00;In Progress;Accepted;Low;Org line C;E_10;G293 2nd;PROD826;cn;China;Matthew
1-622630582;2011-12-20T02:43:10+01:00;Wait;Accepted;Low;Org line C;E_10;G293 2nd;PROD826;cn;China;Matthew
1-622630582;2012-05-23T03:53:03+01:00;Closed;Completed;Low;Org line C;E_10;G293 2nd;PROD826;cn;China;Matthew
1-622652886;2011-12-13T09:52:25+01:00;In Progress;Accepted;Low;Org line C;E_8;G119 2nd;PROD597;in;Sweden;Bikshamaiah
1-622652886;2012-04-30T16:41:11+01:00;Closed;Completed;Low;Org line C;E_8;G119 2nd;PROD597;in;Sweden;Bikshamaiah
1-622783644;2011-12-13T10:19:11+01:00;In Progress;Accepted;Low;Org line C;E_4;G89 2nd;PROD436;in;INDIA;Sameer
1-622783644;2011-12-26T13:32:16+01:00;Wait;Accepted;Low;Org line C;E_4;G89 2nd;PROD436;in;INDIA;Sameer
1-622783644;2012-05-18T08:01:25+01:00;In Progress;Accepted;Low;Org line C;E_4;G89 2nd;PROD436;in;INDIA;Sameer
1-622783644;2012-05-18T08:02:02+01:00;Closed;Completed;Low;Org line C;E_4;G89 2nd;PROD436;in;INDIA;Sameer
1-622806196;2011-12-13T11:05:09+01:00;In Progress;Accepted;Medium;Org line A2;A2_1;G42 3rd;PROD236;gb;United Kingdom;Andrew
1-622806196;2011-12-13T12:21:14+01:00;Wait;Accepted;Medium;Org line A2;A2_1;G42 3rd;PROD236;gb;United Kingdom;Andrew
1-622806196;2012-05-04T16:03:00+01:00;In Progress;Accepted;Medium;Org line A2;A2_1;G42 3rd;PROD236;gb;United Kingdom;Andrew
1-622806196;2012-05-04T16:05:26+01:00;Closed;Completed;Medium;Org line A2;A2_1;G42 3rd;PROD236;gb;United Kingdom;Andrew
1-622847448;2011-12-13T15:36:57+01:00;In Progress;Accepted;Medium;Org line A2;A2_4;G105 2nd;PROD337;se;Sweden;Venkata
1-622847448;2012-03-13T14:23:34+01:00;Assigned;Accepted;Medium;Org line A2;A2_4;G105 2nd;PROD337;se;Sweden;Venkata
1-622847448;2012-04-23T14:31:16+01:00;In Progress;Accepted;Medium;Org line A2;A2_4;G105 2nd;PROD337;se;Sweden;Håkan
1-622847448;2012-04-23T14:32:27+01:00;Closed;Completed;Medium;Org line A2;A2_4;G105 2nd;PROD337;se;Sweden;Håkan
1-622856843;2011-12-13T11:27:52+01:00;In Progress;Accepted;High;Org line C;;V34 2nd;PROD424;fr;France;Michel
1-622856843;2012-01-24T09:29:10+01:00;Closed;Completed;High;Org line C;;V34 2nd;PROD424;fr;France;Michel
1-622874191;2011-12-13T12:19:40+01:00;In Progress;Accepted;Medium;Org line C;E_10;G138 2nd;PROD802;se;Sweden;Anders
1-622874191;2011-12-19T13:55:54+01:00;In Progress;Accepted;Medium;Org line C;E_10;G138 2nd;PROD802;se;Sweden;Anders
1-622874191;2012-01-30T10:19:24+01:00;Closed;Completed;Medium;Org line C;E_10;G138 2nd;PROD802;se;Sweden;Anders
1-622884303;2011-12-13T13:28:06+01:00;In Progress;Accepted;Medium;Org line A2;A2_4;G105 2nd;PROD337;se;Sweden;Mikael
1-622884303;2011-12-21T14:15:37+01:00;Wait;Accepted;Medium;Org line A2;A2_4;G105 2nd;PROD337;se;Sweden;Mikael
1-622884303;2012-03-27T08:52:39+01:00;Closed;Completed;Medium;Org line A2;A2_4;G105 2nd;PROD337;se;Sweden;Mikael
1-622940906;2011-12-13T13:52:14+01:00;In Progress;Accepted;High;Org line A2;A2_2;M1 2nd;PROD753;cn;Sweden;Tomas
1-622940906;2012-01-13T10:07:55+01:00;In Progress;Accepted;High;Org line A2;A2_2;M1 2nd;PROD753;cn;Sweden;Tomas
1-622940906;2012-01-17T11:10:00+01:00;Closed;Completed;High;Org line A2;A2_2;M1 2nd;PROD753;cn;Sweden;Tomas
1-623152702;2011-12-13T18:51:50+01:00;In Progress;Accepted;High;Org line A2;D_1;G124 3rd;PROD605;se;Sweden;Åsa
1-623152702;2012-04-19T10:09:47+01:00;Closed;Completed;High;Org line A2;D_1;G124 3rd;PROD605;se;Sweden;Åsa
1-623336818;2011-12-14T11:46:39+01:00;In Progress;Accepted;Medium;Org line C;C_6;G269 3rd;PROD621;se;INDIA;Sivakumar
1-623336818;2012-02-20T08:38:46+01:00;Closed;Completed;Medium;Org line C;C_6;G269 3rd;PROD621;se;INDIA;Sivakumar
1-623354971;2011-12-14T09:45:16+01:00;In Progress;Accepted;Medium;Org line A2;A2_5;A10;PROD320;se;Sweden;Pär
1-623354971;2011-12-14T09:51:17+01:00;Assigned;Accepted;Medium;Org line A2;A2_5;A10;PROD320;se;Sweden;Pär
1-623354971;2012-04-17T09:16:34+01:00;In Progress;Accepted;Medium;Org line A2;A2_5;A10;PROD320;se;Sweden;Lisbeth
1-623354971;2012-04-17T09:16:37+01:00;Closed;Completed;Medium;Org line A2;A2_5;A10;PROD320;se;Sweden;Lisbeth
1-623520821;2011-12-14T11:27:37+01:00;In Progress;Accepted;Medium;Org line A2;A2_5;A10;PROD320;se;Sweden;Lisbeth
1-623520821;2011-12-14T11:27:55+01:00;Wait;Accepted;Medium;Org line A2;A2_5;A10;PROD320;se;Sweden;Lisbeth
1-623520821;2011-12-15T13:17:55+01:00;In Progress;Accepted;Medium;Org line A2;A2_5;A10;PROD320;se;Sweden;Lisbeth
1-623520821;2011-12-21T13:10:20+01:00;Wait;Accepted;Medium;Org line A2;A2_5;A10;PROD320;se;Sweden;Lisbeth
1-623520821;2012-01-09T11:37:01+01:00;In Progress;Accepted;Medium;Org line A2;A2_5;A10;PROD320;se;Sweden;Lisbeth
1-623520821;2012-01-09T17:11:01+01:00;Wait;Accepted;Medium;Org line A2;A2_5;A10;PROD320;se;Sweden;Lisbeth
1-623520821;2012-03-05T16:30:19+01:00;Closed;Completed;Medium;Org line A2;A2_5;A10;PROD320;se;Sweden;Lisbeth
1-623521280;2011-12-14T12:24:49+01:00;Wait;Accepted;Medium;Org line A2;A2_5;A10;PROD320;se;Sweden;Lisbeth
1-623521280;2012-02-06T12:02:10+01:00;In Progress;Accepted;Medium;Org line A2;A2_5;A10;PROD320;se;Sweden;Lisbeth
1-623521280;2012-02-06T17:05:17+01:00;Wait;Accepted;Medium;Org line A2;A2_5;A10;PROD320;se;Sweden;Lisbeth
1-623521280;2012-03-09T15:45:01+01:00;Closed;Completed;Medium;Org line A2;A2_5;A10;PROD320;se;Sweden;Lisbeth
1-623626713;2011-12-14T12:27:57+01:00;In Progress;Accepted;Medium;Org line A2;A2_5;A10;PROD320;se;Sweden;Lisbeth
1-623626713;2011-12-14T12:28:40+01:00;Wait;Accepted;Medium;Org line A2;A2_5;A10;PROD320;se;Sweden;Lisbeth
1-623626713;2012-02-07T09:40:27+01:00;In Progress;Accepted;Medium;Org line A2;A2_5;A10;PROD320;se;Sweden;Lisbeth
1-623626713;2012-02-10T09:13:16+01:00;Wait;Accepted;Medium;Org line A2;A2_5;A10;PROD320;se;Sweden;Lisbeth
1-623626713;2012-03-09T16:16:31+01:00;Closed;Completed;Medium;Org line A2;A2_5;A10;PROD320;se;Sweden;Lisbeth
1-623792185;2011-12-14T16:00:50+01:00;In Progress;Accepted;Medium;Org line A2;A2_2;L53 2nd;PROD422;fr;Sweden;Clas
1-623792185;2011-12-14T16:40:11+01:00;Awaiting Assignment;Queued;Medium;Org line A2;A2_2;L53 2nd;PROD422;fr;Sweden;Clas
1-623792185;2011-12-16T09:57:47+01:00;In Progress;Accepted;Medium;Org line A2;A2_2;L53 2nd;PROD422;fr;POLAND;Piotr
1-623792185;2011-12-28T10:32:53+01:00;Awaiting Assignment;Queued;Medium;Org line A2;A2_2;G34 3rd;PROD422;fr;France;Frederic
1-623792185;2012-01-02T10:04:41+01:00;In Progress;Accepted;Medium;Org line A2;A2_2;G34 3rd;PROD422;fr;POLAND;Maciej
1-623792185;2012-01-02T10:12:41+01:00;Wait;Accepted;Medium;Org line A2;A2_2;G34 3rd;PROD422;fr;POLAND;Maciej
1-623792185;2012-01-17T15:20:02+01:00;In Progress;Accepted;Medium;Org line A2;A2_2;G34 3rd;PROD422;fr;POLAND;Maciej
1-623792185;2012-01-17T15:21:03+01:00;Closed;Completed;Medium;Org line A2;A2_2;G34 3rd;PROD422;fr;POLAND;Maciej
1-623859845;2011-12-14T16:06:21+01:00;In Progress;Accepted;Medium;Org line G4;;S28 2nd;PROD633;se;Sweden;Reine
1-623859845;2012-03-05T10:33:07+01:00;Closed;Completed;Medium;Org line G4;;S28 2nd;PROD633;se;Sweden;Reine
1-623873811;2011-12-14T16:16:05+01:00;In Progress;Accepted;High;Org line C;E_10;G288 2nd;PROD408;us;Sweden;Rakesh
1-623873811;2011-12-14T16:16:44+01:00;Awaiting Assignment;Queued;High;Org line C;E_10;G288 2nd;PROD408;us;Sweden;Rakesh
1-623873811;2011-12-14T16:23:53+01:00;In Progress;Accepted;High;Org line C;E_10;G288 2nd;PROD408;us;Sweden;Amit
1-623873811;2011-12-14T16:36:41+01:00;Awaiting Assignment;Queued;High;Org line C;C_6;G290 3rd;PROD408;us;Sweden;Jonas
1-623873811;2011-12-15T09:02:54+01:00;In Progress;Accepted;High;Org line C;C_6;G290 3rd;PROD408;us;Sweden;Stefan
1-623873811;2011-12-15T09:05:32+01:00;Closed;Completed;High;Org line C;C_6;G290 3rd;PROD408;us;Sweden;Stefan
1-623873811;2011-12-15T09:14:19+01:00;In Progress;Accepted;High;Org line C;C_6;G290 3rd;PROD408;us;Sweden;Stefan
1-623873811;2011-12-15T09:15:33+01:00;Assigned;Accepted;High;Org line C;C_6;G290 3rd;PROD408;us;USA;Kenneth
1-623873811;2011-12-15T11:19:48+01:00;Wait;Accepted;High;Org line C;C_6;G290 3rd;PROD408;us;USA;Kenneth
1-623873811;2011-12-20T19:27:10+01:00;Closed;Completed;High;Org line C;C_6;G290 3rd;PROD408;us;USA;Kenneth
1-623873811;2012-01-25T16:21:33+01:00;In Progress;Accepted;High;Org line C;V3_3;N22 2nd;PROD408;us;USA;Kymaria
1-623873811;2012-01-25T16:23:52+01:00;Wait;Accepted;High;Org line C;V3_3;N22 2nd;PROD408;us;USA;Kymaria
1-623873811;2012-02-17T17:02:19+01:00;Closed;Completed;High;Org line C;V3_3;N22 2nd;PROD408;us;USA;Kymaria
1-624009613;2011-12-15T00:38:51+01:00;In Progress;Accepted;Medium;Org line B;E_10;G238 2nd;PROD209;in;INDIA;Maltesh
1-624009613;2012-01-31T03:59:23+01:00;Closed;Completed;Medium;Org line B;E_10;G238 2nd;PROD209;in;INDIA;Maltesh
1-624219528;2011-12-15T10:55:26+01:00;In Progress;Accepted;Low;Org line G4;;S33 2nd;PROD374;se;Sweden;Rickard
1-624219528;2012-03-27T10:36:54+01:00;Closed;Completed;Low;Org line G4;;S33 2nd;PROD374;se;Sweden;Rickard
1-624305845;2011-12-15T11:58:06+01:00;Awaiting Assignment;Queued;Medium;Org line A2;A2_4;G7 3rd;PROD766;be;Belgium;Ward
1-624305845;2012-01-06T10:12:12+01:00;In Progress;Accepted;Medium;Org line A2;A2_4;G7 3rd;PROD766;be;Belgium;Marijn
1-624305845;2012-01-06T10:17:05+01:00;Closed;Completed;Medium;Org line A2;A2_4;G7 3rd;PROD766;be;Belgium;Marijn
1-624403918;2011-12-15T16:29:31+01:00;In Progress;Accepted;Medium;Org line C;E_5;G92;PROD698;in;INDIA;Amit
1-624403918;2011-12-15T17:30:21+01:00;Wait;Accepted;Medium;Org line C;E_5;G92;PROD698;in;INDIA;Amit
1-624403918;2011-12-16T15:36:37+01:00;Awaiting Assignment;Queued;Medium;Org line C;E_5;G92;PROD698;in;INDIA;Amit
1-624403918;2012-01-10T12:21:21+01:00;In Progress;Accepted;Medium;Org line C;E_5;G92;PROD698;in;INDIA;Irshad
1-624403918;2012-01-10T13:26:31+01:00;Awaiting Assignment;Queued;Medium;Org line C;E_10;G276 2nd;PROD698;in;Sweden;Prasad
1-624403918;2012-01-10T13:30:24+01:00;In Progress;Accepted;Medium;Org line C;E_10;G276 2nd;PROD698;in;Sweden;Ashwani
1-624403918;2012-01-12T10:03:42+01:00;In Progress;Accepted;Medium;Org line C;E_10;G276 2nd;PROD698;in;Sweden;Manoj
1-624403918;2012-01-12T10:03:51+01:00;Wait;Accepted;Medium;Org line C;E_10;G276 2nd;PROD698;in;Sweden;Manoj
1-624403918;2012-03-15T15:45:21+01:00;Closed;Completed;Medium;Org line C;E_10;G276 2nd;PROD698;in;Sweden;Manoj
1-624403918;2012-03-15T15:45:30+01:00;In Progress;Accepted;Medium;Org line C;E_10;G276 2nd;PROD698;in;Sweden;Manoj
1-624403918;2012-03-15T15:54:45+01:00;Closed;Completed;Medium;Org line C;E_10;G276 2nd;PROD698;in;Sweden;Manoj
1-624450715;2011-12-15T15:23:36+01:00;In Progress;Accepted;High;Org line C;E_6;G48 2nd;PROD148;se;Sweden;Mikael
1-624450715;2011-12-15T15:23:45+01:00;Wait;Accepted;High;Org line C;E_6;G48 2nd;PROD148;se;Sweden;Mikael
1-624450715;2012-03-30T13:07:57+01:00;Closed;Completed;High;Org line C;E_6;G48 2nd;PROD148;se;Sweden;Mikael
1-624711258;2011-12-16T09:13:45+01:00;In Progress;Accepted;Medium;Org line C;C_6;G141 3rd;PROD663;se;Sweden;Mica
1-624711258;2011-12-16T09:17:50+01:00;Awaiting Assignment;Queued;Medium;Org line C;C_6;G141 3rd;PROD663;se;Sweden;Mica
1-624711258;2011-12-16T09:20:27+01:00;In Progress;Accepted;Medium;Org line C;C_6;G141 3rd;PROD663;se;Sweden;Mica
1-624711258;2012-03-12T13:00:12+01:00;Closed;Completed;Medium;Org line C;C_6;G141 3rd;PROD663;se;Sweden;Mica
1-624745314;2011-12-16T09:51:26+01:00;In Progress;Accepted;High;Org line G4;;S33 2nd;PROD374;se;Sweden;Rickard
1-624745314;2012-02-08T14:15:41+01:00;Closed;Completed;High;Org line G4;;S33 2nd;PROD374;se;Sweden;Rickard
1-624845426;2011-12-16T10:40:07+01:00;In Progress;Accepted;Major;Org line C;E_1;G213 2nd;PROD582;se;Belgium;Alain
1-624845426;2011-12-16T10:40:33+01:00;Awaiting Assignment;Queued;Major;Org line C;E_1;G213 2nd;PROD582;se;Belgium;Alain
1-624845426;2012-01-13T09:39:30+01:00;In Progress;Accepted;Major;Org line C;E_3;G71 2nd;PROD582;se;Belgium;Alain
1-624845426;2012-01-13T10:26:23+01:00;Closed;Completed;Major;Org line C;E_3;G71 2nd;PROD582;se;Belgium;Alain
1-625322174;2011-12-17T12:18:28+01:00;In Progress;Accepted;Major;Org line C;C_6;G225 3rd;PROD793;fr;France;Olivier
1-625322174;2011-12-17T12:19:36+01:00;Awaiting Assignment;Queued;Major;Org line C;C_6;G225 3rd;PROD793;fr;France;Olivier
1-625322174;2011-12-22T14:52:39+01:00;In Progress;Accepted;Major;Org line C;C_6;G225 3rd;PROD793;fr;Belgium;Tom
1-625322174;2011-12-22T14:52:47+01:00;Wait;Accepted;Major;Org line C;C_6;G225 3rd;PROD793;fr;Belgium;Tom
1-625322174;2012-04-16T13:55:11+01:00;Closed;Completed;Major;Org line C;C_6;G225 3rd;PROD793;fr;Belgium;Tom
1-625459293;2011-12-19T03:13:32+01:00;In Progress;Accepted;Low;Org line A2;A2_1;T17 2nd;PROD350;se;Sweden;Britt
1-625459293;2011-12-19T03:14:22+01:00;Awaiting Assignment;Queued;Low;Org line A2;A2_1;T17 2nd;PROD350;se;Sweden;Britt
1-625459293;2012-01-05T14:08:46+01:00;In Progress;Accepted;Low;Org line A2;A2_1;J2 2nd;PROD350;se;Sweden;Britt
1-625459293;2012-01-05T14:25:39+01:00;Wait;Accepted;Low;Org line A2;A2_1;J2 2nd;PROD350;se;Sweden;Britt
1-625459293;2012-01-19T16:33:55+01:00;Closed;Completed;Low;Org line A2;A2_1;J2 2nd;PROD350;se;Sweden;Britt
1-625628532;2011-12-19T09:09:42+01:00;In Progress;Accepted;Medium;Org line A2;A2_4;G105 2nd;PROD337;se;Sweden;Per
1-625628532;2012-04-20T08:23:30+01:00;Closed;Completed;Medium;Org line A2;A2_4;G105 2nd;PROD337;se;Sweden;Per
1-625634702;2011-12-19T08:49:47+01:00;In Progress;Accepted;High;Org line B;A2_1;D1;PROD350;cn;THAILAND;Kwewat
1-625634702;2011-12-19T09:13:42+01:00;Wait;Accepted;High;Org line B;A2_1;D1;PROD350;cn;THAILAND;Kwewat
1-625634702;2012-01-18T05:53:58+01:00;Closed;Completed;High;Org line B;A2_1;D1;PROD350;cn;THAILAND;Kwewat
1-625634824;2011-12-19T08:57:11+01:00;In Progress;Accepted;Medium;Org line B;A2_1;D1;PROD350;cn;THAILAND;Kwewat
1-625634824;2011-12-19T09:13:17+01:00;Wait;Accepted;Medium;Org line B;A2_1;D1;PROD350;cn;THAILAND;Kwewat
1-625634824;2012-01-20T08:24:03+01:00;Closed;Completed;Medium;Org line B;A2_1;D1;PROD350;cn;THAILAND;Kwewat
1-625634936;2011-12-19T09:03:01+01:00;In Progress;Accepted;High;Org line B;A2_1;D1;PROD350;cn;THAILAND;Kwewat
1-625634936;2011-12-19T09:12:46+01:00;Wait;Accepted;High;Org line B;A2_1;D1;PROD350;cn;THAILAND;Kwewat
1-625634936;2012-04-09T04:19:42+01:00;Closed;Completed;High;Org line B;A2_1;D1;PROD350;cn;THAILAND;Kwewat
1-625646775;2011-12-19T09:00:43+01:00;In Progress;Accepted;High;Org line C;C_5;G120 3rd;PROD597;se;Sweden;Kim
1-625646775;2012-02-01T09:56:47+01:00;Closed;Completed;High;Org line C;C_5;G120 3rd;PROD597;se;Sweden;Kim
1-626102521;2011-12-19T15:15:13+01:00;In Progress;Accepted;Major;Org line C;E_3;G64 2nd;PROD378;be;France;Nicolas
1-626102521;2012-03-19T15:29:08+01:00;Closed;Completed;Major;Org line C;E_3;G64 2nd;PROD378;be;France;Nicolas
1-626212681;2011-12-19T17:02:25+01:00;In Progress;Accepted;Medium;Org line C;E_3;G67 2nd;PROD151;us;Sweden;Henrik
1-626212681;2012-01-04T11:26:26+01:00;Wait;Accepted;Medium;Org line C;E_3;G67 2nd;PROD151;us;Sweden;Henrik
1-626212681;2012-02-20T10:32:17+01:00;In Progress;Accepted;Medium;Org line C;E_3;G67 2nd;PROD151;us;Sweden;Henrik
1-626212681;2012-02-20T10:35:33+01:00;Closed;Completed;Medium;Org line C;E_3;G67 2nd;PROD151;us;Sweden;Henrik
1-626292231;2011-12-20T01:48:36+01:00;In Progress;Accepted;Medium;Org line C;E_4;G88 2nd;PROD794;us;Sweden;Vaibhav
1-626292231;2011-12-20T01:49:14+01:00;In Progress;Accepted;Medium;Org line C;E_4;G88 2nd;PROD794;us;Sweden;Vaibhav
1-626292231;2012-02-07T19:48:51+01:00;Wait;Accepted;Medium;Org line C;E_4;G88 2nd;PROD794;us;Sweden;Vaibhav
1-626292231;2012-05-28T10:50:17+01:00;Closed;Completed;Medium;Org line C;E_4;G88 2nd;PROD794;us;Sweden;Vaibhav
1-626292231;2012-05-28T11:04:15+01:00;In Progress;Accepted;Medium;Org line C;E_4;G88 2nd;PROD794;us;Sweden;Vaibhav
1-626292231;2012-05-28T11:06:04+01:00;Closed;Completed;Medium;Org line C;E_4;G88 2nd;PROD794;us;Sweden;Vaibhav
1-626462354;2011-12-20T08:59:29+01:00;In Progress;Accepted;Low;Org line A2;A2_1;N7 2nd;PROD746;se;Sweden;Karin
1-626462354;2012-02-02T10:43:55+01:00;Wait;Accepted;Low;Org line A2;A2_1;N7 2nd;PROD746;se;Sweden;Karin
1-626462354;2012-04-17T10:02:51+01:00;Closed;Completed;Low;Org line A2;A2_1;N7 2nd;PROD746;se;Sweden;Karin
1-626510640;2011-12-20T09:39:32+01:00;In Progress;Accepted;Medium;Org line A2;A2_5;A10;PROD236;se;Sweden;Lisbeth
1-626510640;2011-12-20T10:03:49+01:00;Wait;Accepted;Medium;Org line A2;A2_5;A10;PROD236;se;Sweden;Lisbeth
1-626510640;2011-12-20T14:19:22+01:00;In Progress;Accepted;Medium;Org line A2;A2_5;A10;PROD236;se;Sweden;Lisbeth
1-626510640;2011-12-21T10:40:49+01:00;Wait;Accepted;Medium;Org line A2;A2_5;A10;PROD236;se;Sweden;Lisbeth
1-626510640;2012-02-02T08:45:56+01:00;In Progress;Accepted;Medium;Org line A2;A2_5;A10;PROD236;se;Sweden;Lisbeth
1-626510640;2012-02-02T13:44:11+01:00;Wait;Accepted;Medium;Org line A2;A2_5;A10;PROD236;se;Sweden;Lisbeth
1-626510640;2012-02-02T14:37:55+01:00;In Progress;Accepted;Medium;Org line A2;A2_5;A10;PROD236;se;Sweden;Lisbeth
1-626510640;2012-02-02T14:39:10+01:00;Closed;Completed;Medium;Org line A2;A2_5;A10;PROD236;se;Sweden;Lisbeth
1-626515794;2011-12-20T14:07:40+01:00;In Progress;Accepted;High;Org line A2;A2_1;G42 3rd;PROD236;gb;United Kingdom;Ian
1-626515794;2011-12-20T14:26:59+01:00;Assigned;Accepted;High;Org line A2;A2_1;G42 3rd;PROD236;gb;United Kingdom;Ian
1-626515794;2011-12-23T15:33:36+01:00;Assigned;Accepted;High;Org line A2;A2_1;G42 3rd;PROD236;gb;United Kingdom;Ian
1-626515794;2012-01-06T14:12:19+01:00;In Progress;Accepted;High;Org line A2;A2_1;G42 3rd;PROD236;gb;United Kingdom;Andrew
1-626515794;2012-01-06T14:13:30+01:00;Closed;Completed;High;Org line A2;A2_1;G42 3rd;PROD236;gb;United Kingdom;Andrew
1-626760391;2011-12-20T14:43:16+01:00;In Progress;Accepted;Medium;Org line A2;A2_3;N5 2nd;PROD488;us;USA;Gregory
1-626760391;2012-01-12T17:33:11+01:00;In Progress;Accepted;Medium;Org line A2;A2_3;N5 2nd;PROD488;us;USA;Gregory
1-626760391;2012-01-12T17:33:48+01:00;Closed;Completed;Medium;Org line A2;A2_3;N5 2nd;PROD488;us;USA;Gregory
