Problem Number;Problem Latest Impact;Problem Change Date+Time;Problem Status;Problem Sub Status;Problem Involved ST Org line 3;Problem Involved ST Function Div;Problem Involved Owner ST;Product;Country;Problem Involved Action Owner Country;Problem Involved Action Owner First Name
1-700498223;Medium;2012-04-20T08:03:26+01:00;Queued;Awaiting Assignment;Org line B;E_10;G230 2nd;PROD424;in;INDIA;Srinivasan
1-700498223;Medium;2012-04-20T09:00:46+01:00;Accepted;In Progress;Org line B;E_10;G230 2nd;PROD424;in;INDIA;Rijin
1-700498223;Medium;2012-04-20T10:05:03+01:00;Accepted;Wait;Org line B;E_10;G230 2nd;PROD424;in;INDIA;Rijin
1-700498223;Medium;2012-04-25T14:38:30+01:00;Accepted;In Progress;Org line B;E_10;G230 2nd;PROD424;in;INDIA;Rijin
1-700498223;Medium;2012-04-25T14:54:28+01:00;Completed;Closed;Org line B;E_10;G230 2nd;PROD424;in;INDIA;Rijin
1-701429911;Medium;2012-03-23T04:02:26+01:00;Accepted;In Progress;Org line A2;A2_1;W16 3rd;PROD756;pl;POLAND;Krzysztof
1-701429911;Medium;2012-03-23T04:05:55+01:00;Accepted;Assigned;Org line A2;A2_1;W16 3rd;PROD756;pl;POLAND;Krzysztof
1-701429911;Medium;2012-03-26T12:38:36+01:00;Accepted;In Progress;Org line A2;A2_1;W16 3rd;PROD756;pl;POLAND;Krzysztof
1-701429911;Medium;2012-03-28T11:23:39+01:00;Accepted;Wait;Org line A2;A2_1;W16 3rd;PROD756;pl;POLAND;Krzysztof
1-701429911;Medium;2012-04-10T08:50:05+01:00;Completed;Closed;Org line A2;A2_1;W16 3rd;PROD756;pl;POLAND;Krzysztof
1-702304430;High;2012-03-26T08:57:30+01:00;Accepted;In Progress;Org line C;C_6;G268 3rd;PROD802;se;Sweden;Christer
1-702304430;High;2012-05-09T15:34:19+01:00;Completed;Closed;Org line C;C_6;G268 3rd;PROD802;se;Sweden;Christer
1-702482271;High;2012-03-26T13:37:13+01:00;Queued;Awaiting Assignment;Org line C;C_6;G268 3rd;PROD805;se;Sweden;Vesa
1-703190797;Medium;2012-03-29T09:02:18+01:00;Accepted;In Progress;Org line C;V3_2;G365;PROD815;se;Sweden;Jonas
1-703190797;Medium;2012-03-29T09:02:48+01:00;Queued;Awaiting Assignment;Org line C;E_5;G92;PROD815;se;INDIA;Vinodhkumar
1-703190797;Medium;2012-03-29T10:46:21+01:00;Accepted;In Progress;Org line C;E_4;G88 2nd;PROD815;se;Sweden;Jörgen
1-703383433;Medium;2012-03-27T15:03:01+01:00;Accepted;In Progress;Org line A2;A2_1;J2 2nd;PROD350;se;Sweden;Britt
1-703383433;Medium;2012-05-10T21:03:08+01:00;Accepted;In Progress;Org line A2;A2_1;J2 2nd;PROD350;se;Sweden;Britt
1-703383433;Medium;2012-05-10T21:04:17+01:00;Completed;Closed;Org line A2;A2_1;J2 2nd;PROD350;se;Sweden;Britt
1-703399394;Medium;2012-03-27T15:12:29+01:00;Accepted;In Progress;Org line C;C_6;G144 3rd;PROD660;se;Sweden;John
1-703399394;Medium;2012-03-27T15:18:11+01:00;Queued;Awaiting Assignment;Org line C;C_6;G144 3rd;PROD660;se;Sweden;John
1-703399394;Medium;2012-03-28T14:14:49+01:00;Accepted;In Progress;Org line C;C_6;G144 3rd;PROD660;se;Sweden;John
1-703399394;Medium;2012-03-28T14:14:54+01:00;Completed;Closed;Org line C;C_6;G144 3rd;PROD660;se;Sweden;John
1-703540157;Medium;2012-03-27T19:05:42+01:00;Accepted;In Progress;Org line C;E_7;G165 2nd;PROD671;in;INDIA;-
1-703540157;Medium;2012-03-27T19:14:23+01:00;Queued;Awaiting Assignment;Org line C;E_7;G165 2nd;PROD671;in;INDIA;-
1-703540157;Medium;2012-03-27T19:23:26+01:00;Queued;Awaiting Assignment;Org line B;E_10;G230 2nd;PROD671;in;INDIA;Srinivasan
1-703540157;Medium;2012-03-30T11:09:42+01:00;Accepted;In Progress;Org line B;E_10;G230 2nd;PROD671;in;INDIA;Rijin
1-703540157;Medium;2012-04-10T09:35:35+01:00;Queued;Awaiting Assignment;Org line C;E_7;G165 2nd;PROD671;in;INDIA;-
1-703540157;Medium;2012-05-09T05:09:41+01:00;Queued;Awaiting Assignment;Org line C;E_10;G271 2nd;PROD671;in;Sweden;Praveen
1-703540157;Medium;2012-05-09T05:30:00+01:00;Accepted;In Progress;Org line C;E_10;G271 2nd;PROD671;in;Sweden;Umar Farooque
1-703540157;Medium;2012-05-09T05:51:24+01:00;Queued;Awaiting Assignment;Org line C;E_7;G165 2nd;PROD671;in;INDIA;-
1-703540157;Medium;2012-05-09T12:16:46+01:00;Accepted;In Progress;Org line C;E_7;G165 2nd;PROD671;in;INDIA;-
1-703540157;Medium;2012-05-09T13:39:11+01:00;Queued;Awaiting Assignment;Org line B;E_10;G230 2nd;PROD671;in;INDIA;Srinivasan
1-703540157;Medium;2012-05-10T02:32:47+01:00;Accepted;In Progress;Org line B;E_10;G230 2nd;PROD671;in;INDIA;Rijin
1-703540157;Medium;2012-05-10T02:33:05+01:00;Accepted;Wait;Org line B;E_10;G230 2nd;PROD671;in;INDIA;Rijin
1-703540157;Medium;2012-05-10T06:22:45+01:00;Queued;Awaiting Assignment;Org line B;E_10;G230 2nd;PROD671;in;INDIA;Srinivasan
1-703540157;Medium;2012-05-15T22:58:03+01:00;Accepted;In Progress;Org line B;E_10;G230 2nd;PROD671;in;INDIA;Rijin
1-703540157;Medium;2012-05-25T16:36:31+01:00;Completed;Closed;Org line B;E_10;G230 2nd;PROD671;in;INDIA;Rijin
1-704229584;Medium;2012-03-28T16:06:47+01:00;Accepted;In Progress;Org line C;E_1;G55 2nd;PROD745;be;Sweden;Jörgen
1-704229584;Medium;2012-05-09T07:56:41+01:00;Completed;Closed;Org line C;E_1;G55 2nd;PROD745;be;Sweden;Jörgen
1-704650867;High;2012-03-29T07:29:34+01:00;Accepted;In Progress;Org line C;E_10;G271 2nd;PROD802;se;Sweden;Praveen
1-704650867;High;2012-03-29T07:38:26+01:00;Queued;Awaiting Assignment;Org line C;E_10;G271 2nd;PROD802;se;Sweden;Praveen
1-704650867;High;2012-03-29T08:36:58+01:00;Accepted;In Progress;Org line C;E_10;G271 2nd;PROD802;se;Sweden;Partha
1-704650867;High;2012-03-29T08:38:10+01:00;Queued;Awaiting Assignment;Org line C;C_6;G273 3rd;PROD802;se;Sweden;Martin
1-704650867;High;2012-03-29T12:36:59+01:00;Accepted;In Progress;Org line C;C_6;G273 3rd;PROD802;se;Sweden;Pascal
1-704650867;High;2012-04-20T14:46:23+01:00;Accepted;Wait;Org line C;C_6;G273 3rd;PROD802;se;Sweden;Pascal
1-704650867;High;2012-05-04T13:51:55+01:00;Completed;Closed;Org line C;C_6;G273 3rd;PROD802;se;Sweden;Pascal
1-704703712;High;2012-03-29T10:00:19+01:00;Accepted;In Progress;Org line C;E_1;G55 2nd;PROD597;be;Belgium;Peter
1-704703712;High;2012-03-29T10:09:15+01:00;Queued;Awaiting Assignment;Org line C;E_1;G55 2nd;PROD597;be;Belgium;Peter
1-704977245;High;2012-03-29T15:39:14+01:00;Accepted;In Progress;Org line C;E_10;G271 2nd;PROD802;se;Sweden;Praveen
1-704977245;High;2012-03-29T15:49:03+01:00;Queued;Awaiting Assignment;Org line C;E_10;G271 2nd;PROD802;se;Sweden;Praveen
1-704977245;High;2012-03-29T16:05:00+01:00;Queued;Awaiting Assignment;Org line C;C_6;G273 3rd;PROD802;se;Sweden;Martin
1-704977245;High;2012-04-25T16:57:01+01:00;Queued;Awaiting Assignment;Org line C;C_6;G273 3rd;PROD802;se;Sweden;Martin
1-705847575;Low;2012-03-30T13:30:47+01:00;Accepted;In Progress;Org line C;C_6;G273 3rd;PROD802;se;Sweden;Pascal
1-705847575;Low;2012-03-30T13:37:12+01:00;Completed;Closed;Org line C;C_6;G273 3rd;PROD802;se;Sweden;Pascal
1-706866666;Low;2012-04-02T10:41:55+01:00;Accepted;In Progress;Org line A2;A2_3;S35 2nd;PROD551;se;Sweden;Ann-Charlotte
1-706866666;Low;2012-04-11T09:26:26+01:00;Completed;Closed;Org line A2;A2_3;S35 2nd;PROD551;se;Sweden;Ann-Charlotte
1-706988783;High;2012-04-02T14:07:28+01:00;Accepted;In Progress;Org line G4;;S33 2nd;PROD397;se;Sweden;Håkan
1-706988783;High;2012-05-09T12:51:26+01:00;Completed;Closed;Org line G4;;S33 2nd;PROD397;se;Sweden;Håkan
1-707300171;Low;2012-04-02T18:18:47+01:00;Accepted;In Progress;Org line C;E_4;G88 2nd;PROD802;in;USA;Robert
1-707300171;Low;2012-04-02T18:19:30+01:00;Accepted;In Progress;Org line C;E_4;G88 2nd;PROD802;in;USA;Robert
1-707300171;Low;2012-04-03T12:41:51+01:00;Queued;Awaiting Assignment;Org line C;E_4;G88 2nd;PROD802;in;USA;Robert
1-707300171;Low;2012-04-04T16:03:53+01:00;Queued;Awaiting Assignment;Org line C;E_10;G263 2nd;PROD802;in;Sweden;Prasad
1-707300171;Low;2012-04-10T12:43:12+01:00;Queued;Awaiting Assignment;Org line C;E_4;G88 2nd;PROD802;in;USA;Robert
1-707300171;Low;2012-04-16T11:50:45+01:00;Accepted;Assigned;Org line C;E_4;G88 2nd;PROD802;in;INDIA;Hineesh
1-707300171;Low;2012-04-17T22:37:25+01:00;Queued;Awaiting Assignment;Org line C;E_10;G263 2nd;PROD802;in;Sweden;Prasad
1-707300171;Low;2012-04-18T07:32:42+01:00;Accepted;In Progress;Org line C;E_10;G263 2nd;PROD802;in;Sweden;Jitender
1-707300171;Low;2012-05-17T15:45:11+01:00;Accepted;In Progress;Org line C;E_10;G263 2nd;PROD802;in;Sweden;Jitender
1-707300171;Low;2012-05-17T16:01:19+01:00;Accepted;Wait;Org line C;E_10;G263 2nd;PROD802;in;Sweden;Jitender
1-707300171;Low;2012-05-22T10:32:42+01:00;Completed;Closed;Org line C;E_10;G263 2nd;PROD802;in;Sweden;Jitender
1-707623601;Medium;2012-04-03T09:10:52+01:00;Accepted;In Progress;Org line C;E_5;G75;PROD327;in;INDIA;Mohsin
1-707623601;Medium;2012-04-03T10:01:40+01:00;Accepted;Wait;Org line C;E_5;G75;PROD327;in;INDIA;Mohsin
1-707623601;Medium;2012-04-03T11:17:36+01:00;Completed;Closed;Org line C;E_5;G75;PROD327;in;INDIA;Mohsin
1-707693471;Medium;2012-04-03T11:14:09+01:00;Accepted;In Progress;Org line B;E_10;G230 2nd;PROD424;in;INDIA;Aneesh V
1-707693471;Medium;2012-04-09T20:28:59+01:00;Completed;Closed;Org line B;E_10;G230 2nd;PROD424;in;INDIA;Aneesh V
1-707704098;Low;2012-04-03T11:24:46+01:00;Accepted;In Progress;Org line G4;;S33 2nd;PROD374;se;Sweden;Rickard
1-707704098;Low;2012-05-04T12:46:53+01:00;Completed;Closed;Org line G4;;S33 2nd;PROD374;se;Sweden;Rickard
1-708716045;Medium;2012-04-04T12:02:46+01:00;Accepted;In Progress;Org line G4;;S33 2nd;PROD374;se;Sweden;Rickard
1-708716045;Medium;2012-04-18T08:08:02+01:00;Completed;Closed;Org line G4;;S33 2nd;PROD374;se;Sweden;Rickard
1-709552565;High;2012-04-05T12:13:51+01:00;Accepted;In Progress;Org line C;E_10;G271 2nd;PROD802;se;Sweden;Praveen
1-709552565;High;2012-04-05T12:37:38+01:00;Queued;Awaiting Assignment;Org line C;E_10;G271 2nd;PROD802;se;Sweden;Praveen
1-709552565;High;2012-04-05T12:41:57+01:00;Accepted;In Progress;Org line C;E_10;G271 2nd;PROD802;se;Sweden;Pankaj
1-709552565;High;2012-04-17T16:23:51+01:00;Queued;Awaiting Assignment;Org line C;C_6;G273 3rd;PROD802;se;Sweden;Martin
1-710109531;Medium;2012-04-06T11:11:21+01:00;Accepted;In Progress;Org line A2;A2_2;T13 2nd;PROD200;fr;POLAND;Anna
1-710109531;Medium;2012-04-06T13:26:37+01:00;Completed;Closed;Org line A2;A2_2;T13 2nd;PROD200;fr;POLAND;Anna
1-710114300;High;2012-04-06T10:34:34+01:00;Accepted;In Progress;Org line C;E_10;G271 2nd;PROD802;fr;Sweden;Praveen
1-710114300;High;2012-04-06T10:45:33+01:00;Queued;Awaiting Assignment;Org line C;E_10;G271 2nd;PROD802;fr;Sweden;Praveen
1-710114300;High;2012-04-06T11:10:47+01:00;Accepted;In Progress;Org line C;E_10;G271 2nd;PROD802;fr;Sweden;Pankaj
1-710114300;High;2012-04-06T11:11:37+01:00;Accepted;Assigned;Org line C;E_10;G271 2nd;PROD802;fr;Sweden;Raja
1-710114300;High;2012-04-06T12:54:31+01:00;Queued;Awaiting Assignment;Org line C;C_6;G273 3rd;PROD802;fr;Sweden;Martin
1-710114300;High;2012-04-10T15:54:26+01:00;Accepted;In Progress;Org line C;C_6;G273 3rd;PROD802;fr;France;Aurelien
1-710114300;High;2012-04-10T16:05:50+01:00;Queued;Awaiting Assignment;Org line C;E_6;V29 2nd;PROD802;fr;France;Bruno
1-710114300;High;2012-04-16T10:18:09+01:00;Accepted;In Progress;Org line C;E_6;V29 2nd;PROD802;fr;France;Bruno
1-712856449;Medium;2012-04-09T07:37:33+01:00;Accepted;In Progress;Org line C;C_3;G211 3rd;PROD325;se;Sweden;Inger
1-712856449;Medium;2012-04-09T07:39:47+01:00;Queued;Awaiting Assignment;Org line C;C_3;G211 3rd;PROD325;se;Sweden;Inger
1-712856449;Medium;2012-04-09T08:02:57+01:00;Accepted;In Progress;Org line C;C_3;G211 3rd;PROD325;se;INDIA;Amar
1-712856449;Medium;2012-04-16T10:59:43+01:00;Completed;Closed;Org line C;C_3;G211 3rd;PROD325;se;INDIA;Amar
1-713106267;Major;2012-04-10T01:03:09+01:00;Accepted;In Progress;Org line B;E_6;S4 2nd;PROD436;br;Brazil;Thiago
1-713106267;Major;2012-05-15T22:33:02+01:00;Accepted;In Progress;Org line B;E_6;S4 2nd;PROD436;br;Brazil;Thiago
1-713106267;Major;2012-05-15T22:46:34+01:00;Completed;Closed;Org line B;E_6;S4 2nd;PROD436;br;Brazil;Thiago
1-715638561;High;2012-04-10T12:37:14+01:00;Accepted;In Progress;Org line C;C_6;G273 3rd;PROD802;se;Sweden;Martin
1-715638561;High;2012-04-10T12:44:34+01:00;Queued;Awaiting Assignment;Org line C;C_6;G273 3rd;PROD802;se;Sweden;Martin
1-715638561;High;2012-04-10T13:09:18+01:00;Accepted;In Progress;Org line C;C_6;G273 3rd;PROD802;se;Sweden;Pascal
1-715638561;High;2012-04-10T13:41:51+01:00;Completed;Closed;Org line C;C_6;G273 3rd;PROD802;se;Sweden;Pascal
1-716154984;High;2012-04-11T07:38:08+01:00;Queued;Awaiting Assignment;Org line C;E_10;G288 2nd;PROD791;in;Sweden;Rakesh
1-716154984;High;2012-04-11T07:40:27+01:00;Accepted;In Progress;Org line C;E_10;G288 2nd;PROD791;in;Sweden;Tarun
1-716154984;High;2012-04-24T08:07:44+01:00;Completed;Closed;Org line C;E_10;G288 2nd;PROD791;in;Sweden;Tarun
1-717222893;Medium;2012-04-12T14:35:00+01:00;Accepted;In Progress;Org line C;E_2;G57 2nd;PROD327;se;Sweden;Gitt
1-717222893;Medium;2012-04-12T14:40:06+01:00;Queued;Awaiting Assignment;Org line C;E_2;G57 2nd;PROD327;se;Sweden;Gitt
1-717275094;Medium;2012-04-12T15:12:45+01:00;Accepted;In Progress;Org line C;E_2;G57 2nd;PROD327;se;Sweden;Gitt
1-717275094;Medium;2012-04-12T15:17:17+01:00;Queued;Awaiting Assignment;Org line C;E_2;G57 2nd;PROD327;se;Sweden;Gitt
1-718132104;Medium;2012-04-13T16:58:57+01:00;Accepted;In Progress;Org line B;E_10;G238 2nd;PROD209;in;INDIA;Murali
1-718132104;Medium;2012-04-19T11:58:02+01:00;Completed;Closed;Org line B;E_10;G238 2nd;PROD209;in;INDIA;Murali
1-719199254;Medium;2012-04-16T12:57:54+01:00;Accepted;In Progress;Org line G4;;G51 2nd;PROD319;se;Sweden;Harshavardhan
1-719199254;Medium;2012-04-20T15:05:40+01:00;Accepted;In Progress;Org line G4;;G51 2nd;PROD319;se;Sweden;Harshavardhan
1-719199254;Medium;2012-04-20T15:06:14+01:00;Completed;Closed;Org line G4;;G51 2nd;PROD319;se;Sweden;Harshavardhan
1-719199254;Medium;2012-05-16T16:30:33+01:00;Accepted;In Progress;Org line G4;;G51 2nd;PROD319;se;Sweden;Harshavardhan
1-719199254;Medium;2012-05-16T16:32:44+01:00;Completed;Closed;Org line G4;;G51 2nd;PROD319;se;Sweden;Harshavardhan
1-719199254;Medium;2012-05-16T16:32:48+01:00;Accepted;In Progress;Org line G4;;G51 2nd;PROD319;se;Sweden;Harshavardhan
1-719199254;Medium;2012-05-16T16:32:55+01:00;Completed;Closed;Org line G4;;G51 2nd;PROD319;se;Sweden;Harshavardhan
1-719199254;Medium;2012-05-17T12:33:38+01:00;Accepted;In Progress;Org line G4;;G51 2nd;PROD319;se;Sweden;Harshavardhan
1-719199254;Medium;2012-05-17T12:34:01+01:00;Completed;Closed;Org line G4;;G51 2nd;PROD319;se;Sweden;Harshavardhan
1-719999163;High;2012-04-17T06:46:35+01:00;Accepted;In Progress;Org line B;E_10;G238 2nd;PROD209;in;INDIA;Murali
1-719999163;High;2012-05-16T04:48:11+01:00;Completed;Closed;Org line B;E_10;G238 2nd;PROD209;in;INDIA;Murali
1-720069371;Medium;2012-04-17T09:12:34+01:00;Accepted;In Progress;Org line A2;A2_1;W16 3rd;PROD761;pl;POLAND;Krzysztof
1-720069371;Medium;2012-04-17T12:57:02+01:00;Accepted;Wait;Org line A2;A2_1;W16 3rd;PROD761;pl;POLAND;Krzysztof
1-720069371;Medium;2012-04-17T14:41:01+01:00;Accepted;In Progress;Org line A2;A2_1;W16 3rd;PROD761;pl;POLAND;Krzysztof
1-720069371;Medium;2012-04-17T16:23:39+01:00;Accepted;Wait;Org line A2;A2_1;W16 3rd;PROD761;pl;POLAND;Krzysztof
1-720069371;Medium;2012-04-19T09:11:58+01:00;Accepted;In Progress;Org line A2;A2_1;W16 3rd;PROD761;pl;POLAND;Krzysztof
1-720069371;Medium;2012-04-19T12:50:15+01:00;Accepted;Wait;Org line A2;A2_1;W16 3rd;PROD761;pl;POLAND;Krzysztof
1-720069371;Medium;2012-05-14T08:55:22+01:00;Completed;Closed;Org line A2;A2_1;W16 3rd;PROD761;pl;POLAND;Krzysztof
1-722674364;High;2012-04-18T20:54:43+01:00;Accepted;In Progress;Org line C;E_10;G271 2nd;PROD802;pl;Sweden;Praveen
1-722674364;High;2012-04-18T21:00:28+01:00;Queued;Awaiting Assignment;Org line C;E_10;G271 2nd;PROD802;pl;Sweden;Praveen
1-722674364;High;2012-04-18T22:45:24+01:00;Queued;Awaiting Assignment;Org line C;E_10;G276 2nd;PROD802;pl;Sweden;Prasad
1-722674364;High;2012-04-19T07:51:30+01:00;Queued;Awaiting Assignment;Org line C;E_10;G271 2nd;PROD802;pl;Sweden;Praveen
1-722674364;High;2012-04-25T16:54:42+01:00;Accepted;In Progress;Org line C;E_10;G271 2nd;PROD802;pl;Sweden;Arun
1-722674364;High;2012-04-25T16:58:49+01:00;Queued;Awaiting Assignment;Org line C;C_6;G273 3rd;PROD802;pl;Sweden;Martin
1-722674364;High;2012-05-07T13:13:40+01:00;Accepted;Assigned;Org line C;C_6;G273 3rd;PROD802;pl;USA;Stephen
1-722674364;High;2012-05-07T13:45:40+01:00;Queued;Awaiting Assignment;Org line A2;A2_2;N28 2nd;PROD802;pl;POLAND;Krzysztof
1-722688743;Medium;2012-04-19T04:54:27+01:00;Accepted;In Progress;Org line A2;A2_5;N18 2nd;PROD789;cn;China;Anson
1-722688743;Medium;2012-04-19T06:58:07+01:00;Queued;Awaiting Assignment;Org line A2;A2_5;N18 2nd;PROD789;cn;China;Anson
1-722688743;Medium;2012-05-24T04:31:28+01:00;Accepted;In Progress;Org line A2;A2_5;N18 2nd;PROD789;cn;China;Anson
1-722688743;Medium;2012-05-24T04:31:54+01:00;Completed;Closed;Org line A2;A2_5;N18 2nd;PROD789;cn;China;Anson
1-726517211;Medium;2012-04-19T08:15:21+01:00;Accepted;In Progress;Org line C;E_5;G75;PROD821;be;Belgium;Peter
1-726517211;Medium;2012-04-19T08:15:49+01:00;Accepted;In Progress;Org line C;E_5;G75;PROD821;be;Belgium;Peter
1-726517211;Medium;2012-04-19T08:16:09+01:00;Queued;Awaiting Assignment;Org line C;E_5;G74;PROD821;be;Belgium;Peter
1-726517211;Medium;2012-04-19T08:16:24+01:00;Accepted;In Progress;Org line C;E_5;G74;PROD821;be;Belgium;Peter
1-726517211;Medium;2012-04-19T08:18:34+01:00;Queued;Awaiting Assignment;Org line C;E_1;G55 2nd;PROD821;be;Belgium;Peter
1-726760342;Low;2012-04-19T12:36:37+01:00;Accepted;In Progress;Org line C;C_6;G268 3rd;PROD805;se;Sweden;Lars
1-726760342;Low;2012-04-19T12:37:20+01:00;Accepted;Wait;Org line C;C_6;G268 3rd;PROD805;se;Sweden;Lars
1-726760342;Low;2012-05-24T10:41:39+01:00;Completed;Closed;Org line C;C_6;G268 3rd;PROD805;se;Sweden;Lars
1-726808501;Medium;2012-04-19T13:31:06+01:00;Accepted;In Progress;Org line A2;A2_1;W16 3rd;PROD756;pl;POLAND;Miroslaw
1-726808501;Medium;2012-05-23T15:56:52+01:00;Completed;Closed;Org line A2;A2_1;W16 3rd;PROD756;pl;POLAND;Miroslaw
1-728461114;High;2012-04-20T12:01:51+01:00;Accepted;In Progress;Org line C;E_10;G288 2nd;PROD154;in;Sweden;Tarun
1-728461114;High;2012-05-07T14:41:58+01:00;Accepted;Wait;Org line C;E_10;G288 2nd;PROD154;in;Sweden;Tarun
1-728461114;High;2012-05-18T20:14:41+01:00;Completed;Closed;Org line C;E_10;G288 2nd;PROD154;in;Sweden;Tarun
1-728470722;Major;2012-04-20T13:04:29+01:00;Accepted;In Progress;Org line A2;D_1;G197 2nd;PROD617;se;Sweden;Åsa
1-728470722;Major;2012-04-20T13:05:30+01:00;Accepted;Assigned;Org line A2;D_1;G197 2nd;PROD617;se;Sweden;Åsa
1-728470722;Major;2012-05-09T12:15:37+01:00;Accepted;Assigned;Org line A2;A2_3;V13 2nd;PROD617;se;Sweden;Åsa
1-728470722;Major;2012-05-29T13:18:15+01:00;Accepted;In Progress;Org line A2;A2_3;V13 2nd;PROD617;se;Sweden;Åsa
1-728470722;Major;2012-05-30T08:44:57+01:00;Completed;Closed;Org line A2;A2_3;V13 2nd;PROD617;se;Sweden;Åsa
1-728641711;High;2012-04-20T17:13:58+01:00;Accepted;In Progress;Org line C;C_6;N55 3rd;PROD785;us;USA;Stephen
1-728641711;High;2012-04-20T17:26:35+01:00;Queued;Awaiting Assignment;Org line C;C_6;N55 3rd;PROD785;us;USA;Stephen
1-728641711;High;2012-04-23T19:26:56+01:00;Accepted;In Progress;Org line C;C_6;N55 3rd;PROD785;us;USA;Stephen
1-728641711;High;2012-05-14T13:51:02+01:00;Completed;Closed;Org line C;C_6;N55 3rd;PROD785;us;USA;Stephen
1-729711756;Medium;2012-04-23T14:24:45+01:00;Accepted;In Progress;Org line A2;A2_4;G118 2nd;PROD591;se;Sweden;Maria
1-729711756;Medium;2012-05-09T16:27:57+01:00;Completed;Closed;Org line A2;A2_4;G118 2nd;PROD591;se;Sweden;Maria
1-729826369;High;2012-04-23T15:56:04+01:00;Accepted;In Progress;Org line G3;;G199 3rd;PROD98;us;POLAND;Ewa
1-729826369;High;2012-04-23T15:59:57+01:00;Completed;Closed;Org line G3;;G199 3rd;PROD98;us;POLAND;Ewa
1-730084841;Major;2012-04-23T23:48:09+01:00;Queued;Awaiting Assignment;Org line C;C_6;G268 3rd;PROD805;in;Sweden;Vesa
1-730084841;Major;2012-04-24T00:08:35+01:00;Accepted;In Progress;Org line C;E_10;G266 2nd;PROD805;in;Sweden;Himanshu
1-730084841;Major;2012-04-24T00:09:14+01:00;Completed;Closed;Org line C;E_10;G266 2nd;PROD805;in;Sweden;Himanshu
1-730084875;Major;2012-04-24T00:05:25+01:00;Accepted;In Progress;Org line C;C_6;G268 3rd;PROD805;se;Sweden;Vesa
1-730084875;Major;2012-04-24T00:06:50+01:00;Queued;Awaiting Assignment;Org line C;C_6;G268 3rd;PROD805;se;Sweden;Vesa
1-731792664;Medium;2012-04-25T09:34:38+01:00;Accepted;In Progress;Org line C;E_8;G119 2nd;PROD597;in;Sweden;Bikshamaiah
1-731792664;Medium;2012-04-25T10:24:33+01:00;Completed;Closed;Org line C;E_8;G119 2nd;PROD597;in;Sweden;Bikshamaiah
1-731908702;Medium;2012-04-25T09:50:00+01:00;Accepted;In Progress;Org line C;E_8;G119 2nd;PROD597;in;Sweden;Bikshamaiah
1-731908702;Medium;2012-04-25T10:23:14+01:00;Accepted;In Progress;Org line C;E_8;G119 2nd;PROD597;in;Sweden;Bikshamaiah
1-731908702;Medium;2012-04-30T11:29:39+01:00;Completed;Closed;Org line C;E_8;G119 2nd;PROD597;in;Sweden;Bikshamaiah
1-732289301;High;2012-04-25T15:51:48+01:00;Accepted;In Progress;Org line C;E_7;G162 2nd;PROD646;in;INDIA;-
1-732289301;High;2012-04-25T16:01:56+01:00;Queued;Awaiting Assignment;Org line C;E_7;G162 2nd;PROD646;in;INDIA;-
1-732289301;High;2012-04-25T17:05:30+01:00;Accepted;Assigned;Org line C;E_7;G162 2nd;PROD646;in;INDIA;Rajkishore
1-732289301;High;2012-05-22T13:24:08+01:00;Accepted;In Progress;Org line C;E_7;G162 2nd;PROD646;in;INDIA;Rajkishore
1-732289301;High;2012-05-22T13:24:42+01:00;Completed;Closed;Org line C;E_7;G162 2nd;PROD646;in;INDIA;Rajkishore
1-732357301;Medium;2012-04-25T17:18:15+01:00;Accepted;In Progress;Org line C;E_10;G271 2nd;PROD802;in;Sweden;Rohit
1-732357301;Medium;2012-04-25T17:59:52+01:00;Accepted;Wait;Org line C;E_10;G271 2nd;PROD802;in;Sweden;Rohit
1-732357301;Medium;2012-05-14T12:05:13+01:00;Accepted;In Progress;Org line C;E_10;G271 2nd;PROD802;in;Sweden;Rohit
1-732357301;Medium;2012-05-14T13:27:02+01:00;Completed;Closed;Org line C;E_10;G271 2nd;PROD802;in;Sweden;Rohit
1-733562890;High;2012-04-27T09:01:45+01:00;Queued;Awaiting Assignment;Org line B;E_10;G230 2nd;PROD424;se;INDIA;Srinivasan
1-733562890;High;2012-04-27T10:08:12+01:00;Accepted;In Progress;Org line B;E_10;G230 2nd;PROD424;se;INDIA;Rijin
1-733562890;High;2012-04-30T14:24:09+01:00;Queued;Awaiting Assignment;Org line C;C_6;G250 3rd;PROD424;se;Sweden;Tomas
1-733562890;High;2012-04-30T15:09:45+01:00;Accepted;In Progress;Org line C;C_6;G250 3rd;PROD424;se;Sweden;Kenneth
1-733562890;High;2012-05-09T14:03:01+01:00;Accepted;Wait;Org line C;C_6;G250 3rd;PROD424;se;Sweden;Kenneth
1-733562890;High;2012-05-23T13:55:27+01:00;Accepted;In Progress;Org line C;C_6;G250 3rd;PROD424;se;Sweden;Tomas
1-733562890;High;2012-05-23T13:56:10+01:00;Completed;Closed;Org line C;C_6;G250 3rd;PROD424;se;Sweden;Tomas
1-736351127;High;2012-04-30T04:27:00+01:00;Accepted;In Progress;Org line C;E_10;G271 2nd;PROD802;in;Sweden;Praveen
1-736351127;High;2012-04-30T04:31:22+01:00;Queued;Awaiting Assignment;Org line C;E_10;G271 2nd;PROD802;in;Sweden;Praveen
