case,event,startTime,completeTime
b3_97,Appraise property,08:17.5,08:17.5
b3_97,Assess eligibility,15:58.4,15:58.4
b3_97,Prepare acceptance pack,04:37.3,04:37.3
b3_97,Check if home insurance quote is requested,39:13.4,39:13.4
b3_97,Send acceptance pack,48:46.3,48:46.3
b3_97,Verify repayment agreement,50:35.8,50:35.8
b3_97,Approve application,59:54.5,59:54.5
b3_97,Loan  application approved,59:54.5,59:54.5
b3_437,Loan  application received,30:00.0,30:00.0
b3_437,Check  application  form completeness,01:00.2,01:00.2
b3_437,Appraise property,13:41.8,13:41.8
b3_437,Check credit history,31:07.0,31:07.0
b3_437,Assess loan risk,40:26.6,40:26.6
b3_437,Assess eligibility,50:28.3,50:28.3
b3_437,Prepare acceptance pack,37:51.4,37:51.4
b3_437,Check if home insurance quote is requested,44:06.4,44:06.4
b3_437,Send acceptance pack,05:12.3,05:12.3
b3_437,Verify repayment agreement,26:04.0,26:04.0
b3_437,Approve application,40:46.6,40:46.6
b3_437,Loan  application approved,40:46.6,40:46.6
b3_408,Loan  application received,00:00.0,00:00.0
b3_408,Check  application  form completeness,50:23.0,50:23.0
b3_408,Appraise property,06:18.2,06:18.2
b3_408,Check credit history,19:56.9,19:56.9
b3_408,Assess loan risk,07:16.0,07:16.0
b3_408,Assess eligibility,33:31.6,33:31.6
b3_408,Reject application,51:18.6,51:18.6
b3_408,Loan application rejected,51:18.6,51:18.6
b3_361,Loan  application received,30:00.0,30:00.0
b3_361,Check  application  form completeness,54:51.8,54:51.8
b3_361,Appraise property,03:27.1,03:27.1
b3_361,Check credit history,20:12.0,20:12.0
b3_361,Assess loan risk,29:36.7,29:36.7
b3_361,Assess eligibility,02:02.9,02:02.9
b3_361,Prepare acceptance pack,28:20.9,28:20.9
b3_361,Check if home insurance quote is requested,15:32.9,15:32.9
b3_361,Send home insurance quote,26:10.8,26:10.8
b3_361,Verify repayment agreement,11:33.1,11:33.1
b3_361,Approve application,15:03.0,15:03.0
b3_361,Loan  application approved,15:03.0,15:03.0
b3_203,Loan  application received,30:00.0,30:00.0
b3_203,Check  application  form completeness,30:01.4,30:01.4
b3_203,Appraise property,33:45.3,33:45.3
b3_203,Check credit history,58:01.1,58:01.1
b3_203,Assess loan risk,01:30.4,01:30.4
b3_203,Assess eligibility,26:04.6,26:04.6
b3_203,Prepare acceptance pack,56:18.1,56:18.1
b3_203,Check if home insurance quote is requested,57:29.7,57:29.7
b3_203,Send home insurance quote,01:22.9,01:22.9
b3_203,Verify repayment agreement,05:59.6,05:59.6
b3_203,Cancel application,08:49.1,08:49.1
b3_203,Loan  application canceled,08:49.1,08:49.1
b3_486,Loan  application received,00:00.0,00:00.0
b3_486,Check  application  form completeness,27:17.5,27:17.5
b3_486,Check credit history,36:16.5,36:16.5
b3_486,Appraise property,52:25.4,52:25.4
b3_486,Assess loan risk,56:33.2,56:33.2
b3_486,Assess eligibility,26:35.8,26:35.8
b3_486,Prepare acceptance pack,02:37.5,02:37.5
b3_486,Check if home insurance quote is requested,25:06.3,25:06.3
b3_486,Send home insurance quote,26:19.1,26:19.1
b3_486,Verify repayment agreement,39:10.7,39:10.7
b3_486,Cancel application,59:42.5,59:42.5
b3_486,Loan  application canceled,59:42.5,59:42.5
b3_238,Loan  application received,00:00.0,00:00.0
b3_238,Check  application  form completeness,12:25.2,12:25.2
b3_238,Appraise property,13:43.1,13:43.1
b3_238,Check credit history,14:12.3,14:12.3
b3_238,Assess loan risk,02:00.9,02:00.9
b3_238,Assess eligibility,09:02.5,09:02.5
b3_238,Reject application,50:40.0,50:40.0
b3_238,Loan application rejected,50:40.0,50:40.0
b3_469,Loan  application received,30:00.0,30:00.0
b3_469,Check  application  form completeness,31:09.8,31:09.8
b3_469,Appraise property,55:44.9,55:44.9
b3_469,Check credit history,00:22.7,00:22.7
b3_469,Assess loan risk,22:49.3,22:49.3
b3_469,Assess eligibility,00:02.1,00:02.1
b3_469,Prepare acceptance pack,16:42.7,16:42.7
b3_469,Check if home insurance quote is requested,50:07.0,50:07.0
b3_469,Send home insurance quote,41:44.5,41:44.5
b3_469,Verify repayment agreement,57:23.3,57:23.3
b3_469,Cancel application,52:39.4,52:39.4
b3_469,Loan  application canceled,52:39.4,52:39.4
b3_421,Loan  application received,30:00.0,30:00.0
b3_421,Check  application  form completeness,31:14.1,31:14.1
b3_421,Check credit history,35:27.9,35:27.9
b3_421,Appraise property,48:29.0,48:29.0
b3_421,Assess loan risk,08:18.7,08:18.7
b3_421,Assess eligibility,33:02.0,33:02.0
b3_421,Prepare acceptance pack,18:12.2,18:12.2
b3_421,Check if home insurance quote is requested,53:57.1,53:57.1
b3_421,Send home insurance quote,24:13.9,24:13.9
b3_421,Verify repayment agreement,45:10.2,45:10.2
b3_421,Cancel application,19:07.2,19:07.2
b3_421,Loan  application canceled,19:07.2,19:07.2
b3_24,Loan  application received,00:00.0,00:00.0
b3_24,Check  application  form completeness,10:21.5,10:21.5
b3_24,Check credit history,13:14.2,13:14.2
b3_24,Appraise property,17:00.3,17:00.3
b3_24,Assess loan risk,23:51.9,23:51.9
b3_24,Assess eligibility,42:47.4,42:47.4
b3_24,Prepare acceptance pack,25:02.8,25:02.8
b3_24,Check if home insurance quote is requested,59:49.5,59:49.5
b3_24,Send acceptance pack,25:40.7,25:40.7
b3_24,Verify repayment agreement,38:19.8,38:19.8
b3_24,Cancel application,25:34.9,25:34.9
b3_24,Loan  application canceled,25:34.9,25:34.9
b3_251,Loan  application received,30:00.0,30:00.0
b3_251,Check  application  form completeness,18:01.7,18:01.7
b3_251,Check credit history,36:47.5,36:47.5
b3_251,Assess loan risk,13:28.0,13:28.0
b3_251,Appraise property,38:26.5,38:26.5
b3_251,Assess eligibility,00:37.3,00:37.3
b3_251,Reject application,45:59.4,45:59.4
b3_251,Loan application rejected,45:59.4,45:59.4
b3_82,Loan  application received,00:00.0,00:00.0
b3_82,Check  application  form completeness,42:57.9,42:57.9
b3_82,Check credit history,47:12.6,47:12.6
b3_82,Assess loan risk,51:17.1,51:17.1
b3_82,Appraise property,20:07.4,20:07.4
b3_82,Assess eligibility,26:44.7,26:44.7
b3_82,Prepare acceptance pack,35:28.0,35:28.0
b3_82,Check if home insurance quote is requested,07:43.6,07:43.6
b3_82,Send acceptance pack,22:37.2,22:37.2
b3_82,Verify repayment agreement,37:15.8,37:15.8
b3_82,Approve application,14:45.0,14:45.0
b3_82,Loan  application approved,14:45.0,14:45.0
b3_328,Loan  application received,00:00.0,00:00.0
b3_328,Check  application  form completeness,01:21.2,01:21.2
b3_328,Check credit history,15:17.1,15:17.1
b3_328,Appraise property,54:36.8,54:36.8
b3_328,Assess loan risk,28:38.0,28:38.0
b3_328,Assess eligibility,39:04.0,39:04.0
b3_328,Reject application,51:27.8,51:27.8
b3_328,Loan application rejected,51:27.8,51:27.8
b3_90,Loan  application received,00:00.0,00:00.0
b3_90,Check  application  form completeness,11:14.7,11:14.7
b3_90,Check credit history,24:39.4,24:39.4
b3_90,Appraise property,28:40.1,28:40.1
b3_90,Assess loan risk,15:39.9,15:39.9
b3_90,Assess eligibility,41:48.4,41:48.4
b3_90,Reject application,11:30.9,11:30.9
b3_90,Loan application rejected,11:30.9,11:30.9
b3_172,Loan  application received,00:00.0,00:00.0
b3_172,Check  application  form completeness,22:48.1,22:48.1
b3_172,Appraise property,34:21.7,34:21.7
b3_172,Check credit history,09:21.9,09:21.9
b3_172,Assess loan risk,10:01.3,10:01.3
b3_172,Assess eligibility,57:10.6,57:10.6
b3_172,Reject application,23:39.7,23:39.7
b3_172,Loan application rejected,23:39.7,23:39.7
b3_264,Loan  application received,00:00.0,00:00.0
b3_264,Check  application  form completeness,02:08.1,02:08.1
b3_264,Check credit history,10:01.1,10:01.1
b3_264,Appraise property,21:20.5,21:20.5
b3_264,Assess loan risk,22:43.5,22:43.5
b3_264,Assess eligibility,31:42.2,31:42.2
b3_264,Prepare acceptance pack,56:28.6,56:28.6
b3_264,Check if home insurance quote is requested,21:04.1,21:04.1
b3_264,Send home insurance quote,23:45.6,23:45.6
b3_264,Verify repayment agreement,32:01.3,32:01.3
b3_264,Cancel application,39:37.8,39:37.8
b3_264,Loan  application canceled,39:37.8,39:37.8
b3_78,Loan  application received,00:00.0,00:00.0
b3_78,Check  application  form completeness,31:15.9,31:15.9
b3_78,Check credit history,43:58.8,43:58.8
b3_78,Appraise property,49:29.2,49:29.2
b3_78,Assess loan risk,16:50.7,16:50.7
b3_78,Assess eligibility,28:31.1,28:31.1
b3_78,Reject application,10:53.0,10:53.0
b3_78,Loan application rejected,10:53.0,10:53.0
b3_143,Loan  application received,30:00.0,30:00.0
b3_143,Check  application  form completeness,59:32.1,59:32.1
b3_143,Check credit history,01:45.5,01:45.5
b3_143,Assess loan risk,20:30.0,20:30.0
b3_143,Appraise property,48:58.9,48:58.9
b3_143,Assess eligibility,04:04.3,04:04.3
b3_143,Reject application,34:45.6,34:45.6
b3_143,Loan application rejected,34:45.6,34:45.6
b3_302,Loan  application received,00:00.0,00:00.0
b3_302,Check  application  form completeness,06:45.9,06:45.9
b3_302,Check credit history,21:34.1,21:34.1
b3_302,Appraise property,58:00.7,58:00.7
b3_302,Assess loan risk,10:37.2,10:37.2
b3_302,Assess eligibility,10:41.8,10:41.8
b3_302,Reject application,08:20.5,08:20.5
b3_302,Loan application rejected,08:20.5,08:20.5
b3_462,Loan  application received,00:00.0,00:00.0
b3_462,Check  application  form completeness,30:26.9,30:26.9
b3_462,Appraise property,45:08.9,45:08.9
b3_462,Check credit history,54:17.3,54:17.3
b3_462,Assess loan risk,16:46.9,16:46.9
b3_462,Assess eligibility,38:08.4,38:08.4
b3_462,Reject application,44:13.1,44:13.1
b3_462,Loan application rejected,44:13.1,44:13.1
b3_171,Loan  application received,30:00.0,30:00.0
b3_171,Check  application  form completeness,16:08.9,16:08.9
b3_171,Appraise property,33:49.7,33:49.7
b3_171,Check credit history,06:18.5,06:18.5
b3_171,Assess loan risk,26:51.4,26:51.4
b3_171,Assess eligibility,55:28.8,55:28.8
b3_171,Prepare acceptance pack,22:56.9,22:56.9
b3_171,Check if home insurance quote is requested,44:57.0,44:57.0
b3_171,Send home insurance quote,10:27.7,10:27.7
b3_171,Verify repayment agreement,43:24.1,43:24.1
b3_171,Approve application,59:52.3,59:52.3
b3_171,Loan  application approved,59:52.3,59:52.3
b3_270,Loan  application received,00:00.0,00:00.0
b3_270,Check  application  form completeness,33:52.2,33:52.2
b3_270,Check credit history,50:31.5,50:31.5
b3_270,Appraise property,54:14.6,54:14.6
b3_270,Assess loan risk,49:35.4,49:35.4
b3_270,Assess eligibility,50:09.9,50:09.9
b3_270,Prepare acceptance pack,55:29.8,55:29.8
b3_270,Check if home insurance quote is requested,06:06.0,06:06.0
b3_270,Send home insurance quote,16:21.5,16:21.5
b3_270,Verify repayment agreement,41:48.0,41:48.0
b3_270,Cancel application,55:07.2,55:07.2
b3_270,Loan  application canceled,55:07.2,55:07.2
b3_40,Loan  application received,00:00.0,00:00.0
b3_40,Check  application  form completeness,08:34.7,08:34.7
b3_40,Appraise property,17:03.8,17:03.8
b3_40,Check credit history,59:28.2,59:28.2
b3_40,Assess loan risk,29:00.0,29:00.0
b3_40,Assess eligibility,19:57.1,19:57.1
b3_40,Prepare acceptance pack,28:21.8,28:21.8
b3_40,Check if home insurance quote is requested,00:37.4,00:37.4
b3_40,Send home insurance quote,44:22.6,44:22.6
b3_40,Verify repayment agreement,10:33.7,10:33.7
b3_40,Cancel application,16:29.2,16:29.2
b3_40,Loan  application canceled,16:29.2,16:29.2
b3_472,Loan  application received,00:00.0,00:00.0
b3_472,Check  application  form completeness,43:59.3,43:59.3
b3_472,Return application back to applicant,58:58.5,58:58.5
b3_472,Receive updated application,11:53.5,11:53.5
b3_472,Check  application  form completeness,44:22.1,44:22.1
b3_472,Check credit history,10:43.4,10:43.4
b3_472,Appraise property,18:16.0,18:16.0
b3_472,Assess loan risk,27:07.3,27:07.3
b3_472,Assess eligibility,34:44.1,34:44.1
b3_472,Reject application,16:58.6,16:58.6
b3_472,Loan application rejected,16:58.6,16:58.6
b3_119,Loan  application received,30:00.0,30:00.0
b3_119,Check  application  form completeness,38:06.0,38:06.0
b3_119,Appraise property,39:09.3,39:09.3
b3_119,Check credit history,58:27.8,58:27.8
b3_119,Assess loan risk,07:46.2,07:46.2
b3_119,Assess eligibility,52:34.0,52:34.0
b3_119,Prepare acceptance pack,40:37.0,40:37.0
b3_119,Check if home insurance quote is requested,26:50.7,26:50.7
b3_119,Send home insurance quote,27:29.2,27:29.2
b3_119,Verify repayment agreement,48:46.5,48:46.5
b3_119,Cancel application,49:12.7,49:12.7
b3_119,Loan  application canceled,49:12.7,49:12.7
b3_377,Loan  application received,30:00.0,30:00.0
b3_377,Check  application  form completeness,32:31.4,32:31.4
b3_377,Check credit history,54:59.7,54:59.7
b3_377,Appraise property,56:02.9,56:02.9
b3_377,Assess loan risk,07:55.7,07:55.7
b3_377,Assess eligibility,19:12.4,19:12.4
b3_377,Reject application,33:06.5,33:06.5
b3_377,Loan application rejected,33:06.5,33:06.5
b3_52,Loan  application received,00:00.0,00:00.0
b3_52,Check  application  form completeness,05:28.7,05:28.7
b3_52,Check credit history,08:08.1,08:08.1
b3_52,Assess loan risk,34:58.3,34:58.3
b3_52,Appraise property,37:47.7,37:47.7
b3_52,Assess eligibility,10:42.0,10:42.0
b3_52,Prepare acceptance pack,12:01.4,12:01.4
b3_52,Check if home insurance quote is requested,52:17.0,52:17.0
b3_52,Send home insurance quote,42:12.0,42:12.0
b3_52,Verify repayment agreement,47:10.2,47:10.2
b3_52,Approve application,38:44.3,38:44.3
b3_52,Loan  application approved,38:44.3,38:44.3
b3_89,Loan  application received,30:00.0,30:00.0
b3_89,Check  application  form completeness,45:56.0,45:56.0
b3_89,Check credit history,49:56.1,49:56.1
b3_89,Assess loan risk,54:38.9,54:38.9
b3_89,Appraise property,31:38.4,31:38.4
b3_89,Assess eligibility,29:49.6,29:49.6
b3_89,Prepare acceptance pack,27:01.4,27:01.4
b3_89,Check if home insurance quote is requested,31:20.2,31:20.2
b3_89,Send acceptance pack,48:52.3,48:52.3
b3_89,Verify repayment agreement,14:17.0,14:17.0
b3_89,Cancel application,35:51.2,35:51.2
b3_89,Loan  application canceled,35:51.2,35:51.2
b3_338,Loan  application received,00:00.0,00:00.0
b3_338,Check  application  form completeness,27:19.8,27:19.8
b3_338,Appraise property,45:16.4,45:16.4
b3_338,Check credit history,54:08.6,54:08.6
b3_338,Assess loan risk,06:55.1,06:55.1
b3_338,Assess eligibility,10:01.5,10:01.5
b3_338,Prepare acceptance pack,25:20.1,25:20.1
b3_338,Check if home insurance quote is requested,29:01.9,29:01.9
b3_338,Send acceptance pack,56:17.1,56:17.1
b3_338,Verify repayment agreement,12:57.7,12:57.7
b3_338,Cancel application,27:44.0,27:44.0
b3_338,Loan  application canceled,27:44.0,27:44.0
b3_205,Loan  application received,30:00.0,30:00.0
b3_205,Check  application  form completeness,45:32.6,45:32.6
b3_205,Check credit history,45:46.6,45:46.6
b3_205,Appraise property,58:24.8,58:24.8
b3_205,Assess loan risk,16:26.4,16:26.4
b3_205,Assess eligibility,26:35.6,26:35.6
b3_205,Reject application,50:39.5,50:39.5
b3_205,Loan application rejected,50:39.5,50:39.5
b3_379,Loan  application received,30:00.0,30:00.0
b3_379,Check  application  form completeness,40:44.0,40:44.0
b3_379,Check credit history,32:02.1,32:02.1
b3_379,Appraise property,32:57.3,32:57.3
b3_379,Assess loan risk,15:47.2,15:47.2
b3_379,Assess eligibility,30:42.8,30:42.8
b3_379,Prepare acceptance pack,42:20.6,42:20.6
b3_379,Check if home insurance quote is requested,53:07.0,53:07.0
b3_379,Send home insurance quote,25:50.0,25:50.0
b3_379,Verify repayment agreement,26:46.0,26:46.0
b3_379,Approve application,47:07.4,47:07.4
b3_379,Loan  application approved,47:07.4,47:07.4
b3_201,Loan  application received,30:00.0,30:00.0
b3_201,Check  application  form completeness,52:59.0,52:59.0
b3_201,Return application back to applicant,11:56.8,11:56.8
b3_201,Receive updated application,15:12.6,15:12.6
b3_201,Check  application  form completeness,44:16.5,44:16.5
b3_201,Check credit history,52:39.1,52:39.1
b3_201,Assess loan risk,10:59.9,10:59.9
b3_201,Appraise property,46:31.3,46:31.3
b3_201,Assess eligibility,58:49.7,58:49.7
b3_201,Reject application,00:42.0,00:42.0
b3_201,Loan application rejected,00:42.0,00:42.0
b3_108,Loan  application received,00:00.0,00:00.0
b3_108,Check  application  form completeness,41:52.8,41:52.8
b3_108,Check credit history,44:03.0,44:03.0
b3_108,Assess loan risk,49:40.6,49:40.6
b3_108,Appraise property,08:17.0,08:17.0
b3_108,Assess eligibility,22:40.5,22:40.5
b3_108,Reject application,30:24.7,30:24.7
b3_108,Loan application rejected,30:24.7,30:24.7
b3_9,Loan  application received,30:00.0,30:00.0
b3_9,Check  application  form completeness,01:41.9,01:41.9
b3_9,Check credit history,04:19.5,04:19.5
b3_9,Appraise property,11:12.4,11:12.4
b3_9,Assess loan risk,13:01.1,13:01.1
b3_9,Assess eligibility,45:30.4,45:30.4
b3_9,Prepare acceptance pack,31:14.4,31:14.4
b3_9,Check if home insurance quote is requested,38:07.3,38:07.3
b3_9,Send home insurance quote,45:21.1,45:21.1
b3_9,Verify repayment agreement,53:08.4,53:08.4
b3_9,Cancel application,02:19.1,02:19.1
b3_9,Loan  application canceled,02:19.1,02:19.1
b3_261,Loan  application received,30:00.0,30:00.0
b3_261,Check  application  form completeness,28:02.9,28:02.9
b3_261,Appraise property,03:30.7,03:30.7
b3_261,Check credit history,32:45.4,32:45.4
b3_261,Assess loan risk,37:05.3,37:05.3
b3_261,Assess eligibility,49:47.0,49:47.0
b3_261,Prepare acceptance pack,59:26.6,59:26.6
b3_261,Check if home insurance quote is requested,00:36.0,00:36.0
b3_261,Send acceptance pack,19:32.1,19:32.1
b3_261,Verify repayment agreement,32:44.8,32:44.8
b3_261,Cancel application,24:18.2,24:18.2
b3_261,Loan  application canceled,24:18.2,24:18.2
b3_491,Loan  application received,30:00.0,30:00.0
b3_491,Check  application  form completeness,58:36.9,58:36.9
b3_491,Check credit history,32:53.5,32:53.5
b3_491,Appraise property,33:03.1,33:03.1
b3_491,Assess loan risk,24:17.6,24:17.6
b3_491,Assess eligibility,01:43.9,01:43.9
b3_491,Reject application,33:15.8,33:15.8
